id,user,uid,version,changeset,timestamp
4231652,keithonearth,154287,21,41078623,2016-07-28T06:44:38Z
4489462,fmarier,24555,43,51386611,2017-08-23T19:46:28Z
4520111,DustinDauncey,1355239,6,20095330,2014-01-19T23:21:46Z
4645563,fmarier,24555,31,48548822,2017-05-10T03:04:28Z
4681261,keithonearth,154287,8,28734980,2015-02-09T19:08:09Z
4691891,Meliora Cogito,2776568,15,29983413,2015-04-05T00:08:25Z
4691914,dfuzzy23,6685198,12,52217202,2017-09-20T16:58:02Z
4704934,fmarier,24555,6,48548822,2017-05-10T04:05:27Z
4775740,MelioraCogito,2826511,13,30447083,2015-04-24T07:12:01Z
4935053,alester,307202,13,14022317,2012-11-25T01:18:46Z
5403291,lokejul,2034065,10,52579003,2017-10-02T21:09:42Z
5455076,jptolosa87,1975220,21,38417357,2016-04-08T21:43:17Z
6163334,pathym,689176,16,23280628,2014-06-29T18:39:53Z
6628522,lorandr_telenav,4973384,33,46128200,2017-02-16T08:07:13Z
6634413,petrar_telenav,4940486,7,45969676,2017-02-10T10:29:18Z
7947609,Koinonen,2383651,7,25950616,2014-10-08T22:34:22Z
8165665,MelioraCogito,2826511,11,30447083,2015-04-24T07:11:45Z
8562029,keithonearth,154287,55,51700423,2017-09-03T19:04:35Z
8562064,keithonearth,154287,27,52969602,2017-10-16T01:08:42Z
10905034,tomek11,58434,23,50256651,2017-07-13T12:12:20Z
13743808,Adam Dunn,5306,3,3208582,2009-11-24T22:49:10Z
13751258,binhex,3055,1,586616,2007-11-21T08:55:02Z
13751931,vcelier,87732,2,631675,2009-02-23T10:21:10Z
16261588,Fancy Pants,6552218,6,51868210,2017-09-09T02:32:04Z
22748109,pathym,689176,6,32128904,2015-06-22T01:27:13Z
22748121,WBSKI,14351,10,8409468,2011-06-11T20:08:38Z
22748134,keithonearth,154287,16,29082400,2015-02-25T00:25:02Z
22748145,Spacecookies,1884805,7,29057611,2015-02-24T00:43:37Z
22797667,keithonearth,154287,5,49954059,2017-06-30T21:06:55Z
22824162,mbiker,431056,16,8027277,2011-05-02T01:07:59Z
22871104,WBSKI,14351,16,11465656,2012-05-01T00:51:06Z
22940085,Adam Dunn,5306,6,3208980,2009-11-25T00:20:02Z
22977251,Adam Dunn,5306,4,3267756,2009-12-01T21:36:23Z
22977266,keithonearth,154287,5,44291242,2016-12-09T20:20:07Z
22977279,lokejul,2034065,22,52401956,2017-09-27T03:27:37Z
23102297,inah_telenav,5188736,5,49188596,2017-06-02T08:32:47Z
23102308,keithonearth,154287,7,32104618,2015-06-20T20:36:52Z
23102375,keithonearth,154287,6,30008240,2015-04-06T07:23:24Z
23121972,MelioraCogito,2826511,23,30447083,2015-04-24T07:11:57Z
23188859,Zarr,6670496,21,52313148,2017-09-23T23:11:49Z
23189667,Paul Johnson,92286,5,12050848,2012-06-28T20:52:19Z
23198163,eone,503905,16,29919074,2015-04-02T02:48:10Z
23198535,pnorman,355617,5,7281123,2011-02-13T21:57:08Z
23225475,MetVanRider123acme,2800822,7,41003648,2016-07-25T06:28:47Z
23225485,keithonearth,154287,5,29029301,2015-02-22T19:35:19Z
23240472,z-dude,135851,2,7417585,2011-02-28T05:54:55Z
23254060,Alan Trick,1722904,4,44735199,2016-12-28T16:29:19Z
23254916,Drdul,1855067,13,19854981,2014-01-06T23:57:34Z
23422442,lacram_telenav,4832980,18,46104606,2017-02-15T11:59:59Z
23445308,mbiker_imports_and_more,121502,5,6072908,2010-10-17T22:56:48Z
23477212,vcelier,87732,5,546189,2009-02-18T15:31:56Z
23487746,alester,307202,22,14022317,2012-11-25T01:17:21Z
23489033,inah_telenav,5188736,19,49493242,2017-06-13T09:10:08Z
23489194,alester,307202,9,14022317,2012-11-25T01:18:29Z
23489595,pdunn,32360,10,10217243,2011-12-27T16:27:42Z
23498421,mattropolis,492807,9,50541333,2017-07-24T22:10:09Z
23500183,klusark,134600,7,3919981,2010-02-20T00:34:21Z
23588240,lacram_telenav,4832980,21,48720336,2017-05-16T06:40:53Z
23592387,Andrew​,5849225,14,49255978,2017-06-05T03:50:58Z
23593747,mbiker,431056,10,38440506,2016-04-09T23:31:41Z
23603622,petrar_telenav,4940486,6,47226671,2017-03-28T11:15:33Z
23603889,MetVanRider123acme,2800822,26,36344861,2016-01-03T18:48:27Z
23608263,Zandlopertje,2214259,11,27402309,2014-12-11T16:48:18Z
23608312,kmkrebs,1745906,8,47940541,2017-04-19T14:07:35Z
23625536,sebastic,665748,11,47535621,2017-04-07T11:07:12Z
23626415,pdunn,32360,3,11964609,2012-06-21T01:55:46Z
23662218,604Wanderer,173927,7,37275314,2016-02-17T20:32:07Z
23669560,MetVanRider123acme,2800822,7,35779633,2015-12-06T02:53:40Z
23673278,mapone,2503544,4,35345349,2015-11-16T09:40:28Z
23690492,pdunn,32360,3,11767539,2012-06-01T13:16:28Z
23690868,alester,307202,14,14022317,2012-11-25T01:18:47Z
23695684,Paul Johnson,92286,4,862432,2009-03-26T23:59:39Z
23701193,alester,307202,10,14022317,2012-11-25T01:17:57Z
23701991,mattropolis,492807,7,50541333,2017-07-24T22:10:10Z
23702211,MetVanRider123acme,2800822,8,42089025,2016-09-11T22:58:55Z
23715114,MetVanRider123acme,2800822,10,33716408,2015-08-31T23:25:13Z
23716608,pdunn,32360,4,11812185,2012-06-06T05:11:48Z
23716625,pdunn,32360,13,485300,2008-05-20T09:06:44Z
23716640,pdunn,32360,2,116220,2008-04-11T02:58:58Z
23716664,hooperbloob,5063504,4,44864019,2017-01-03T07:33:36Z
23716751,pdunn,32360,2,142788,2008-04-14T15:36:10Z
23717008,pdunn,32360,1,116220,2008-04-11T05:03:01Z
23718380,Zarr,6670496,3,52313148,2017-09-23T23:49:48Z
23718534,pnorman,355617,2,7713145,2011-03-30T06:11:01Z
23718703,fmarier,24555,5,41937063,2016-09-05T17:51:42Z
23718785,mapone,2503544,6,34798617,2015-10-22T12:48:37Z
23718860,mapone,2503544,5,34798617,2015-10-22T12:48:32Z
23726763,Adam Dunn,5306,4,3034843,2009-11-04T18:10:10Z
23726933,wentworth4,119304,5,42947819,2016-10-16T23:57:08Z
23730445,misterpaps,4138848,9,41138183,2016-07-31T06:33:15Z
23737032,pdunn,32360,2,148806,2008-04-15T00:12:04Z
23737770,Zarr,6670496,4,52131745,2017-09-18T04:53:21Z
23771581,pdunn,32360,2,142788,2008-04-14T15:48:58Z
23775936,pdunn,32360,1,143423,2008-04-14T21:04:31Z
23776084,pdunn,32360,1,143423,2008-04-14T21:10:00Z
23776249,pdunn,32360,1,143423,2008-04-14T21:17:26Z
23776868,rcr,20013,2,272667,2008-04-28T03:58:28Z
23776988,mapone,2503544,6,34798617,2015-10-22T12:48:12Z
23795220,pathym,689176,7,32766028,2015-07-20T23:06:33Z
23797604,keithonearth,154287,4,44354730,2016-12-12T19:16:16Z
23803089,604Wanderer,173927,9,37275314,2016-02-17T20:32:08Z
23811275,pdunn,32360,3,11624844,2012-05-17T16:25:24Z
23824514,michael_moovelmaps,2957217,4,32623529,2015-07-14T10:12:31Z
23824654,michael_moovelmaps,2957217,4,32621896,2015-07-14T08:57:43Z
23937683,pdunn,32360,2,11767539,2012-06-01T13:16:27Z
23973242,BC Hiker,2955464,8,47556002,2017-04-08T01:00:39Z
24007494,mbiker,431056,3,20666629,2014-02-19T23:54:03Z
24007604,MetVanRider123acme,2800822,7,36212844,2015-12-28T06:53:29Z
24035139,MetVanRider123acme,2800822,8,35779657,2015-12-06T02:58:26Z
24036793,mattropolis,492807,3,16143032,2013-05-15T18:56:03Z
24039195,MetVanRider123acme,2800822,17,30298220,2015-04-18T00:12:26Z
24263877,alester,307202,4,14022317,2012-11-25T01:18:20Z
24394795,alarobric,525369,6,36273302,2015-12-30T23:05:49Z
24446127,Harmonious4,6292536,19,52643381,2017-10-05T05:04:20Z
24530045,MetVanRider123acme,2800822,9,35029905,2015-11-02T10:00:16Z
24868444,Paul Johnson,92286,3,1696983,2009-07-01T02:44:51Z
25144274,alarobric,525369,5,36273302,2015-12-30T23:05:53Z
25397922,Alan Trick,1722904,9,44190464,2016-12-05T19:20:02Z
26148192,fmarier,24555,8,48548822,2017-05-10T04:15:27Z
26378384,Harmonious4,6292536,24,52696040,2017-10-06T22:17:22Z
26401491,lorandr_telenav,4973384,73,45876327,2017-02-07T10:00:22Z
26596205,eone,503905,11,30492443,2015-04-26T06:40:16Z
26827240,pnorman,355617,8,10950264,2012-03-12T00:49:47Z
26944723,pnorman,355617,12,11004526,2012-03-17T05:56:16Z
27318161,mappered1,4876805,5,43994004,2016-11-27T23:18:17Z
27989134,Adam Dunn,5306,1,568618,2008-10-25T05:38:38Z
28738439,Jens von Bergmann,2591183,3,35977512,2015-12-15T22:52:44Z
28843817,MelioraCogito,2826511,6,30711241,2015-05-02T05:59:56Z
28885940,emac,110253,5,34027691,2015-09-14T19:31:59Z
28969963,keithonearth,154287,4,44503387,2016-12-18T23:42:26Z
29092830,huffing bunny,6202922,14,49726272,2017-06-21T17:25:46Z
29110361,fmarier,24555,10,51441611,2017-08-25T18:20:28Z
29360136,LKelly,3735271,6,42882510,2016-10-13T21:35:55Z
29362481,sctrojan79,2601744,9,37215142,2016-02-15T00:16:56Z
29567880,Jaller,4292387,7,51422980,2017-08-25T03:36:33Z
29570384,Adam Dunn,5306,6,3820716,2010-02-08T04:25:51Z
29598147,Jaller,4292387,11,50769194,2017-08-02T04:17:24Z
29600811,lorandr_telenav,4973384,3,46074718,2017-02-14T14:45:41Z
29603932,keithonearth,154287,3,32291413,2015-06-29T18:38:27Z
29607533,GoogleMapMaker,3478804,16,51324702,2017-08-22T04:46:46Z
29610062,inah_telenav,5188736,7,49128571,2017-05-31T08:47:07Z
29612755,Spacecookies,1884805,4,28149083,2015-01-14T22:05:47Z
30083754,MetVanRider123acme,2800822,19,33675779,2015-08-30T05:32:22Z
30176417,Spacecookies,1884805,4,25995209,2014-10-11T01:25:47Z
30176500,Adam Dunn,5306,2,3163401,2009-11-19T20:00:50Z
30176555,lokejul,2034065,30,52661886,2017-10-05T17:48:06Z
30201126,andrewpmk,1679,9,44475992,2016-12-17T18:20:55Z
30201771,klusark,134600,12,5603771,2010-08-27T00:02:40Z
30256201,andrewpmk,1679,3,44475727,2016-12-17T18:05:43Z
30256537,andrewpmk,1679,5,44475992,2016-12-17T18:20:55Z
30257123,andrewpmk,1679,6,44476081,2016-12-17T18:25:35Z
30270939,keithonearth,154287,5,32153829,2015-06-23T06:40:30Z
30271310,keithonearth,154287,3,37475184,2016-02-27T04:00:42Z
30279450,andrewpmk,1679,5,44476081,2016-12-17T18:25:37Z
30279695,andrewpmk,1679,18,44476081,2016-12-17T18:25:38Z
30283787,keithonearth,154287,2,38972983,2016-04-29T05:53:04Z
30284712,joelthetroll,3794090,11,52942007,2017-10-14T22:56:34Z
30286040,kmkrebs,1745906,5,47892240,2017-04-18T05:13:02Z
30327643,lacram_telenav,4832980,9,46129092,2017-02-16T07:42:54Z
30327838,Paul Johnson,92286,2,1697127,2009-07-01T04:45:35Z
30327863,Spacecookies,1884805,7,25933987,2014-10-08T07:56:35Z
30327955,lacram_telenav,4832980,10,46268507,2017-02-21T09:26:15Z
30327977,MetVanRider123acme,2800822,4,30175782,2015-04-12T23:21:07Z
30410121,inah_telenav,5188736,3,49128369,2017-05-31T08:40:15Z
30423356,inah_telenav,5188736,6,49127894,2017-05-31T08:24:15Z
30463668,Harmonious4,6292536,11,52723076,2017-10-08T06:55:53Z
30479569,tomek11,58434,5,50324283,2017-07-16T11:55:10Z
30489366,inah_telenav,5188736,9,49124679,2017-05-31T06:48:29Z
30516635,MelioraCogito,2826511,2,30711241,2015-05-02T05:59:58Z
30519782,Adam Dunn,5306,3,3820716,2010-02-08T04:25:47Z
30567445,Harmonious4,6292536,9,52723076,2017-10-08T06:55:55Z
30579150,keithonearth,154287,2,44101768,2016-12-02T01:10:31Z
30597722,Harmonious4,6292536,17,52723471,2017-10-08T07:21:10Z
30601284,Colin Macdonald,236733,8,48747855,2017-05-16T22:51:21Z
30601712,IggyKoopa,2281679,29,50270434,2017-07-13T23:34:22Z
30601964,pdunn,32360,2,536514,2009-02-18T13:51:20Z
30602179,keithonearth,154287,8,37621833,2016-03-05T06:39:43Z
30602539,MelioraCogito,2826511,10,30494488,2015-04-26T08:22:23Z
30609182,Paul Johnson,92286,5,864420,2009-03-28T02:12:42Z
30612723,dunbar loop,2032374,2,46448710,2017-02-27T18:39:48Z
30626003,keithonearth,154287,3,49623237,2017-06-17T21:21:21Z
30629437,Adam Dunn,5306,3,3793759,2010-02-04T21:35:15Z
30629924,lacram_telenav,4832980,6,47902659,2017-04-18T11:24:19Z
30633867,Adam Dunn,5306,7,3793759,2010-02-04T21:35:35Z
30636679,lokejul,2034065,8,52496784,2017-09-29T23:53:53Z
30636882,keithonearth,154287,9,49623237,2017-06-17T21:21:21Z
30637001,lokejul,2034065,17,30156360,2015-04-12T06:38:22Z
30637669,andrewpmk,1679,6,44476105,2016-12-17T18:27:22Z
30637740,keithonearth,154287,2,37094204,2016-02-09T05:35:18Z
30642192,Adam Dunn,5306,3,3820716,2010-02-08T04:25:41Z
30642444,vcelier,87732,1,850958,2009-01-29T10:46:43Z
30642896,sctrojan79,2601744,6,37215142,2016-02-15T00:16:53Z
30643045,keithonearth,154287,5,37054470,2016-02-07T07:03:38Z
30666383,vcelier,87732,2,627074,2009-02-23T03:06:22Z
30666716,keithonearth,154287,4,52669181,2017-10-06T00:17:25Z
30735346,pathym,689176,6,17133891,2013-07-29T04:49:05Z
30877356,MetVanRider123acme,2800822,16,30490225,2015-04-26T04:11:10Z
30880441,keithonearth,154287,13,37814869,2016-03-14T08:18:06Z
30880765,keithonearth,154287,14,32042050,2015-06-18T03:41:20Z
30881154,vcelier,87732,1,264740,2009-02-08T10:56:13Z
30881900,keithonearth,154287,5,49677316,2017-06-19T21:08:53Z
30882120,Alan Trick,1722904,7,44735199,2016-12-28T16:29:18Z
30882469,Spacecookies,1884805,3,30394833,2015-04-22T04:27:19Z
30882818,keithonearth,154287,5,36584388,2016-01-15T03:35:03Z
30984069,Adam Dunn,5306,5,3802070,2010-02-06T00:56:20Z
30984210,keithonearth,154287,3,32104224,2015-06-20T20:09:33Z
30984375,GoogleMapMaker,3478804,3,36152116,2015-12-25T00:41:52Z
30984569,Adam Dunn,5306,2,3800365,2010-02-05T20:25:26Z
31017884,keithonearth,154287,12,48204331,2017-04-27T18:49:40Z
31045765,vcelier,87732,1,416846,2009-02-14T09:06:59Z
31045999,Adam Dunn,5306,3,3802070,2010-02-06T00:56:21Z
31234960,Adam Dunn,5306,6,3755834,2010-01-31T00:46:07Z
31235074,keithonearth,154287,5,34032685,2015-09-15T03:27:11Z
31235212,keithonearth,154287,8,52123239,2017-09-17T17:47:46Z
31235340,adaviel,147206,3,1991321,2009-07-31T07:12:02Z
31235446,pnorman,355617,7,9263766,2011-09-10T17:02:04Z
31235505,wiljimisky,4799026,14,43368921,2016-11-03T02:54:41Z
31235580,Spacecookies,1884805,4,22728392,2014-06-04T07:06:56Z
31235617,adaviel,147206,5,2071446,2009-08-08T03:41:20Z
31235888,inah_telenav,5188736,14,49328609,2017-06-07T08:19:47Z
31237869,pnorman,355617,3,6232867,2010-10-30T20:15:54Z
31238138,vcelier,87732,1,546189,2009-02-18T15:52:26Z
31238461,sctrojan79,2601744,3,37215142,2016-02-15T00:16:53Z
31239258,huffing bunny,6202922,2,49726272,2017-06-21T17:25:52Z
31247265,Meliora Cogito,2776568,10,29984701,2015-04-05T03:47:58Z
31247694,Meliora Cogito,2776568,7,29984595,2015-04-05T03:30:34Z
31248020,keithonearth,154287,5,49579715,2017-06-16T04:56:16Z
31248169,keithonearth,154287,5,50451459,2017-07-21T08:17:47Z
31248268,MetVanRider123acme,2800822,8,35639185,2015-11-29T01:22:24Z
31258842,MetVanRider123acme,2800822,10,32462574,2015-07-07T03:46:31Z
31259149,pnorman,355617,7,9794218,2011-11-11T07:44:26Z
31284108,sctrojan79,2601744,13,37213831,2016-02-14T22:26:54Z
31284459,kmkrebs,1745906,6,47892240,2017-04-18T05:15:43Z
31341539,keithonearth,154287,3,51771495,2017-09-06T07:12:31Z
31373385,Adam Dunn,5306,5,3755834,2010-01-31T00:45:40Z
31398636,keithonearth,154287,6,49580472,2017-06-16T05:55:56Z
31400981,dunbar loop,2032374,4,36409391,2016-01-06T17:58:20Z
31453207,AidanOsb,1869713,13,52342248,2017-09-25T01:29:13Z
31866961,mattropolis,492807,32,49951148,2017-06-30T18:59:13Z
32074066,Adam Dunn,5306,2,3835075,2010-02-09T19:20:45Z
32333988,fmarier,24555,10,51018591,2017-08-11T01:39:24Z
32741821,andrewpmk,1679,2,3845389,2010-02-11T03:29:28Z
32758384,vcelier,87732,1,87132,2009-04-02T16:14:20Z
32774034,freemadc,137016,5,1579538,2009-06-21T01:08:54Z
32810784,_Dima,118168,4,16990121,2013-07-17T18:18:45Z
33613648,pnorman,355617,5,7268131,2011-02-12T18:56:03Z
35200073,rbrtwhite,425918,4,33083469,2015-08-03T21:31:09Z
35352813,manoharuss,3769434,17,41531981,2016-08-18T11:33:47Z
35353755,Omnific,1408522,11,34316584,2015-09-29T02:58:16Z
35354253,wiljimisky,4799026,14,43294981,2016-10-31T01:11:43Z
35354565,MetVanRider123acme,2800822,20,36395720,2016-01-06T05:22:31Z
36540899,keithonearth,154287,3,25424154,2014-09-14T03:31:17Z
36660982,MetVanRider123acme,2800822,5,30490429,2015-04-26T04:21:49Z
36678895,xybot,70696,4,1982204,2009-07-30T21:09:53Z
36685469,fmarier,24555,10,44129288,2016-12-03T04:08:55Z
36689903,kmkrebs,1745906,13,47892240,2017-04-18T05:09:44Z
36696019,DMDK,2318478,4,25297956,2014-09-08T00:45:38Z
36696036,petrar_telenav,4940486,4,45779003,2017-02-03T13:51:13Z
36747135,oanac2_telenav,4827272,4,50938363,2017-08-08T09:18:00Z
36747751,WBSKI,14351,3,8284715,2011-05-29T18:54:36Z
36747955,oanac2_telenav,4827272,9,50723716,2017-07-31T14:20:21Z
36748102,pnorman,355617,4,9794218,2011-11-11T07:44:13Z
36749304,Jaller,4292387,3,51280951,2017-08-20T16:43:15Z
36751266,MetVanRider123acme,2800822,9,38680321,2016-04-18T22:59:43Z
36760151,Natfoot,567792,6,27643639,2014-12-23T04:29:51Z
36767240,fmarier,24555,12,48749356,2017-05-17T02:09:29Z
36767252,keithonearth,154287,5,32485127,2015-07-07T22:51:34Z
36807790,Mohamad El-Kara,5520051,12,46998605,2017-03-20T01:55:55Z
36808765,MetVanRider123acme,2800822,3,30105365,2015-04-09T22:10:38Z
36809172,MetVanRider123acme,2800822,6,30808654,2015-05-05T12:42:44Z
36810500,RodrigoWarrior,1704048,7,17234228,2013-08-05T22:03:32Z
36810753,mappered1,4876805,7,44026738,2016-11-29T06:51:54Z
36812354,Davlak,217070,5,16507075,2013-06-11T08:36:00Z
36827472,gfish,137206,1,1596086,2009-06-22T18:58:20Z
36834554,mappered1,4876805,2,44027094,2016-11-29T07:11:43Z
36835378,Jens von Bergmann,2591183,3,28295316,2015-01-20T22:01:36Z
36836283,klusark,134600,3,5395257,2010-08-04T01:55:34Z
36836294,gfish,137206,1,1598563,2009-06-23T02:34:09Z
36836348,fmarier,24555,12,50141138,2017-07-08T22:55:25Z
36837813,pnorman,355617,6,7241966,2011-02-10T01:25:46Z
36837888,fmarier,24555,4,50141138,2017-07-08T22:57:14Z
36865812,LivingWithDragons,7630,3,3611910,2010-01-13T18:33:53Z
36867703,David Metcalfe,2925795,2,31294756,2015-05-19T19:49:05Z
36870943,Meliora Cogito,2776568,3,29982358,2015-04-04T22:12:23Z
36893899,dpaschich,621202,10,52773753,2017-10-09T21:59:05Z
36893912,gfish,137206,2,1683195,2009-06-30T00:35:30Z
36895704,kartler175,834127,6,42642849,2016-10-04T20:58:20Z
36895720,gfish,137206,1,1617715,2009-06-25T00:48:16Z
36903164,keithonearth,154287,2,28267602,2015-01-20T02:55:00Z
36903180,gfish,137206,1,1619494,2009-06-25T10:05:38Z
36915422,keithonearth,154287,2,24560238,2014-08-05T17:25:55Z
36915443,MetVanRider123acme,2800822,5,33675779,2015-08-30T05:32:21Z
36916138,WBSKI,14351,3,11465656,2012-05-01T00:50:59Z
36918224,gfish,137206,1,1626021,2009-06-25T20:57:20Z
36974363,BC Hiker,2955464,7,41523831,2016-08-17T23:45:01Z
36980900,mattropolis,492807,6,50289974,2017-07-14T17:39:56Z
36981923,keithonearth,154287,3,24174139,2014-07-16T05:01:12Z
36982035,ScottNelson,1230731,2,26229121,2014-10-21T08:01:03Z
36982444,fmarier,24555,9,48548822,2017-05-10T03:04:47Z
36997659,keithonearth,154287,7,32081997,2015-06-19T19:04:22Z
36999045,mappered1,4876805,4,44224173,2016-12-07T01:53:38Z
37000071,WBSKI,14351,8,11465656,2012-05-01T00:50:12Z
37000486,dflock,140988,4,48569698,2017-05-10T18:03:01Z
37001394,lorandr_telenav,4973384,15,45876327,2017-02-07T07:03:44Z
37002220,lokejul,2034065,10,52664989,2017-10-05T19:51:39Z
37002933,MelioraCogito,2826511,4,30494488,2015-04-26T08:22:25Z
37006484,pnorman,355617,6,30419580,2015-04-23T03:44:40Z
37010042,MetVanRider123acme,2800822,3,35182618,2015-11-09T03:07:41Z
37047023,pnorman,355617,3,11186507,2012-04-05T09:07:11Z
37054340,MetVanRider123acme,2800822,16,32181448,2015-06-24T11:45:23Z
37054857,jharvey,147559,2,8897260,2011-08-02T04:34:45Z
37055742,Elkdor,5666624,5,47757499,2017-04-13T21:15:13Z
37056029,marianp_telenav,5351387,3,46435120,2017-02-27T08:13:41Z
37057834,mappered1,4876805,9,43979440,2016-11-27T09:37:33Z
37058293,BC Hiker,2955464,7,47430530,2017-04-04T04:26:56Z
37058408,Cyborg771,5204450,3,45542591,2017-01-27T05:06:48Z
37058593,pnorman,355617,2,11048727,2012-03-21T06:42:43Z
37060425,WBSKI,14351,2,4281785,2010-03-31T00:05:26Z
37060574,keithonearth,154287,2,36542734,2016-01-13T04:28:49Z
37060639,David Metcalfe,2925795,2,35560559,2015-11-24T21:35:29Z
37060738,klusark,134600,2,3985533,2010-02-27T04:02:36Z
37060767,gfish,137206,1,1683860,2009-06-30T05:18:23Z
37062131,keithonearth,154287,5,38973290,2016-04-29T06:12:45Z
37062447,gfish,137206,1,1684473,2009-06-30T07:32:13Z
37062705,inah_telenav,5188736,4,49519174,2017-06-14T06:43:52Z
37079397,alarobric,525369,19,50240170,2017-07-12T20:22:09Z
37111640,fmarier,24555,11,36457755,2016-01-09T04:24:45Z
37120800,fmarier,24555,4,51888902,2017-09-09T19:14:27Z
37121098,fmarier,24555,2,51892229,2017-09-09T21:13:17Z
37127121,Meliora Cogito,2776568,7,29986949,2015-04-05T07:54:22Z
37127826,mattropolis,492807,3,49951148,2017-06-30T18:59:14Z
37127848,MetVanRider123acme,2800822,3,30485920,2015-04-25T21:54:46Z
37183383,WBSKI,14351,2,8315932,2011-06-02T03:34:42Z
37393070,MetVanRider123acme,2800822,7,30490225,2015-04-26T04:10:46Z
37393201,Spacecookies,1884805,3,23075584,2014-06-22T08:02:29Z
37393412,keithonearth,154287,2,31685666,2015-06-03T08:25:11Z
37393424,Jaller,4292387,5,52373619,2017-09-26T06:10:42Z
37393610,geoffengland,2009632,3,27146268,2014-12-01T05:12:59Z
37405587,alester,307202,8,47681898,2017-04-12T05:22:42Z
37434265,WBSKI,14351,3,6632601,2010-12-12T06:44:25Z
37625884,DENelson83,14512,3,13392555,2012-10-07T00:55:48Z
37878050,z-dude,135851,3,14022953,2012-11-25T03:29:37Z
37967011,fmarier,24555,10,50141138,2017-07-08T22:46:50Z
38015413,keithonearth,154287,3,44030442,2016-11-29T09:56:54Z
38060904,adaviel,147206,1,1929910,2009-07-24T23:41:21Z
38273243,Adam Dunn,5306,3,3773381,2010-02-02T05:55:39Z
38273255,adaviel,147206,1,1981277,2009-07-30T06:04:43Z
38273274,adaviel,147206,1,1981277,2009-07-30T06:08:35Z
38273301,Adam Dunn,5306,2,3755834,2010-01-31T00:46:04Z
38273311,Adam Dunn,5306,2,3755834,2010-01-31T00:45:48Z
38315127,keithonearth,154287,2,49623237,2017-06-17T21:21:22Z
38315157,adaviel,147206,1,1991196,2009-07-31T06:46:02Z
38315499,Adam Dunn,5306,2,3754971,2010-01-30T21:34:08Z
38315577,mihaii_telenav,2944689,5,31498860,2015-05-27T10:31:48Z
38361514,keithonearth,154287,2,34007090,2015-09-13T19:40:07Z
38361526,Adam Dunn,5306,2,3754971,2010-01-30T21:33:59Z
38699783,adaviel,147206,1,2071446,2009-08-08T03:41:04Z
39012795,lorandr_telenav,4973384,5,46338146,2017-02-23T13:12:43Z
39017501,Adam Dunn,5306,2,3755834,2010-01-31T00:45:48Z
39368203,dunbar loop,2032374,4,46221837,2017-02-19T17:27:02Z
39453113,fmarier,24555,9,48546858,2017-05-10T00:40:44Z
39852226,petrar_telenav,4940486,11,47249354,2017-03-29T06:16:12Z
39865229,emac,110253,8,34027691,2015-09-14T19:32:12Z
39869445,keithonearth,154287,3,36884279,2016-01-29T17:54:07Z
39939897,WBSKI,14351,2,2332527,2009-09-01T00:49:10Z
40114651,emac,110253,2,34027691,2015-09-14T19:31:56Z
40866545,pnorman,355617,7,13646628,2012-10-27T08:55:12Z
40879850,WBSKI,14351,1,2498299,2009-09-16T04:17:40Z
41013311,keithonearth,154287,2,36909820,2016-01-31T04:38:11Z
41107745,Adam Dunn,5306,2,3755834,2010-01-31T00:46:07Z
41107767,lacram_telenav,4832980,3,46240240,2017-02-20T10:45:31Z
41406083,MetVanRider123acme,2800822,3,32459514,2015-07-06T21:31:45Z
41406093,MetVanRider123acme,2800822,2,32438089,2015-07-06T00:21:10Z
41406103,MetVanRider123acme,2800822,3,32448024,2015-07-06T12:56:25Z
41501125,adaviel,147206,1,2634257,2009-09-26T06:42:01Z
41697555,adaviel,147206,1,2673100,2009-09-29T06:48:07Z
41726765,gcamp,150692,11,37228631,2016-02-15T16:43:57Z
41742902,fmarier,24555,46,51097425,2017-08-14T03:43:37Z
41788262,Adam Dunn,5306,2,3755834,2010-01-31T00:46:04Z
41840545,Oplopanax,136914,1,2707440,2009-10-02T03:11:51Z
41890240,keithonearth,154287,2,44042451,2016-11-29T19:28:44Z
41998500,lacram_telenav,4832980,11,47042183,2017-03-21T14:38:24Z
41999620,MetVanRider123acme,2800822,4,37299573,2016-02-18T23:49:43Z
42063578,adaviel,147206,1,2757302,2009-10-06T06:38:08Z
42063593,MelioraCogito,2826511,5,30447083,2015-04-24T07:12:14Z
42165542,mattropolis,492807,2,13288470,2012-09-28T18:24:45Z
42188699,adaviel,147206,1,2780324,2009-10-08T09:33:28Z
42240573,adaviel,147206,1,2789392,2009-10-09T03:21:21Z
42240586,z-dude,135851,2,5694188,2010-09-06T03:02:44Z
42240652,adaviel,147206,1,2789400,2009-10-09T03:27:55Z
42246020,DENelson83,14512,2,11858749,2012-06-10T20:12:18Z
42278662,keithonearth,154287,3,34579665,2015-10-11T22:47:30Z
42295449,MelioraCogito,2826511,5,30711241,2015-05-02T05:59:56Z
42434886,Oplopanax,136914,1,2832320,2009-10-13T05:20:02Z
42435071,adaviel,147206,1,2832397,2009-10-13T05:51:44Z
42537157,dunbar loop,2032374,5,46221477,2017-02-19T17:13:43Z
42640353,lacram_telenav,4832980,9,48193613,2017-04-27T12:42:01Z
42644240,adaviel,147206,1,2860757,2009-10-16T05:44:28Z
42834343,sctrojan79,2601744,9,37213526,2016-02-14T22:03:49Z
43009281,adaviel,147206,1,2926888,2009-10-23T07:01:31Z
43408004,Pepper,323757,5,25468721,2014-09-15T23:31:16Z
43537806,Michi,30845,1,3003423,2009-11-01T03:27:16Z
